,DATE,PRICE,Volume,RETURN_1,RETURN_5,RETURN_10,RETURN_21
2497,2014-08-29,142.259995,115000,-0.013215169872598298,-0.031913356949014426,-0.0459018643997563,-0.07830732736915968
2498,2014-09-02,140.380005,312100,0.0038466518077127088,-0.024504935727848287,-0.021726762297807345,-0.08505486945950758
2499,2014-09-03,140.919998,163200,-0.014192449818229536,-0.02973319656164053,-0.02952031691059198,-0.0920380441674431
2500,2014-09-04,138.919998,152200,0.006910502546940922,-0.01425277878279263,-0.021235222016055544,-0.08026202966112905
2501,2014-09-05,139.880005,75200,-0.01544183530734089,-0.035744922943061086,-0.028381475965775227,-0.08585931920720202
2502,2014-09-08,137.720001,149100,-0.005663658105840463,-0.014449644100714143,-0.028681360523661326,-0.08488238393201863
2503,2014-09-09,136.940002,252600,-0.001533562121607046,0.002847962569768381,-0.02606986233284858,-0.07185631558556571
2504,2014-09-10,136.729996,246900,0.001535917546578336,0.00021940320981217454,-0.022891758147934094,-0.10582896528425267
2505,2014-09-11,136.940002,175700,-0.015043062435474375,-0.007083401386250854,-0.039871519791565335,-0.1193223584150378
2506,2014-09-12,134.880005,203800,0.0063018310238052155,0.007636409859266946,-0.01297449536719697,-0.13441580907414707
2507,2014-09-15,135.729996,170300,0.011788153298111004,-0.014440374698014402,-0.021586923203033126,-0.15074043765535805
2508,2014-09-16,137.330002,287400,-0.004150637090939546,-0.028835701902924504,-0.04521959447725066,-0.15429988124517757
